road_type,weather,light,traffic,temperature,battery,vehicle_weight,correct_action,predicted_action,verdict
Highway,Foggy,night,no,25,80,2248.37,Turn on headlights,Maintain speed,Risky
Highway,Rainy,night,high,12,68,2300.73,Reduce speed,Turn on headlights,Risky
Semi Urban,Snow,day,moderate,-5,70,2496.51,Reduce speed,Reduce speed,Optimal
Highway,Sunny,day,high,15,54,2389.64,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,high,25,56,2134.05,Reduce speed,Reduce speed,Optimal
Rural,Foggy,day,moderate,33,78,1830.73,Maintain speed,Maintain speed,Optimal
Semi Urban,Snow,day,high,1,11,1976.44,Pull over,Turn on headlights,Risky
Semi Urban,Rainy,day,no,38,47,2128.12,Maintain speed,Maintain speed,Optimal
Highway,Sunny,night,moderate,-9,63,2038.33,Turn on headlights,Reduce speed,Risky
Semi Urban,Sunny,night,no,19,86,2339.13,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,night,no,-5,15,1687.23,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,night,high,-2,24,1686.99,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,high,-10,96,1918.25,Reduce speed,Activate hazard lights,Acceptable
Rural,Foggy,night,moderate,16,41,1877.75,Turn on headlights,Activate hazard lights,Risky
Rural,Foggy,night,no,26,17,2380.09,Turn on headlights,Maintain speed,Risky
Rural,Rainy,night,no,35,70,1901.49,Turn on headlights,Reduce speed,Risky
Highway,Sunny,night,moderate,33,15,1778.38,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,high,14,48,1646.87,Maintain speed,Activate hazard lights,Risky
Highway,Rainy,night,moderate,27,49,1779.52,Turn on headlights,Maintain speed,Risky
Highway,Foggy,night,no,36,89,1871.05,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,day,high,17,41,2323.09,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,day,moderate,35,47,2205.01,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,no,30,37,2331.8,Turn on headlights,Maintain speed,Risky
Rural,Rainy,night,moderate,3,89,1656.35,Turn on headlights,Turn on headlights,Optimal
Highway,Snow,night,high,-8,19,1758.68,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,day,moderate,22,84,2185.46,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,night,no,26,29,1893.31,Turn on headlights,Reduce speed,Risky
Highway,Rainy,night,moderate,9,53,2096.38,Turn on headlights,Turn on headlights,Optimal
Highway,Snow,day,moderate,2,55,1816.37,Maintain speed,Reduce speed,Risky
Rural,Rainy,day,no,23,76,2284.47,Maintain speed,Maintain speed,Optimal
Highway,Rainy,night,high,6,81,1573.12,Reduce speed,Reduce speed,Optimal
Highway,Foggy,day,high,17,94,1863.28,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,no,-4,57,2195.11,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Sunny,night,moderate,29,14,1961.33,Pull over,Reduce speed,Risky
Highway,Foggy,night,moderate,23,83,2169.15,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,night,high,35,56,1882.92,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,high,22,47,1928.92,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Sunny,day,high,28,96,2029.97,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,moderate,33,94,2454.33,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,no,-5,38,1635.67,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,day,high,0,92,1682.73,Maintain speed,Maintain speed,Optimal
Semi Urban,Snow,night,no,-2,11,2114.16,Reduce speed,Reduce speed,Optimal
Rural,Foggy,day,no,1,14,2422.63,Pull over,Maintain speed,Unsafe
Rural,Sunny,day,no,28,87,1935.16,Maintain speed,Pull over,Risky
Rural,Sunny,day,moderate,1,87,1798.65,Maintain speed,Maintain speed,Optimal
Highway,Foggy,day,high,14,61,2492.46,Maintain speed,Reduce speed,Risky
Highway,Foggy,day,no,37,83,1556.73,Maintain speed,Pull over,Risky
Semi Urban,Rainy,day,moderate,28,61,1685.17,Reduce speed,Pull over,Risky
Semi Urban,Rainy,day,moderate,20,57,2175.23,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,moderate,11,55,1523.41,Maintain speed,Turn on headlights,Risky
Rural,Foggy,day,no,14,35,1547.37,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,high,31,44,1844.45,Reduce speed,Reduce speed,Optimal
Highway,Rainy,night,moderate,19,12,1933.69,Pull over,Turn on headlights,Risky
Semi Urban,Rainy,night,moderate,-9,96,1722.45,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,day,no,32,63,1886.01,Maintain speed,Pull over,Risky
Highway,Rainy,day,high,29,83,2489.33,Reduce speed,Pull over,Risky
Highway,Sunny,night,high,12,12,1877.8,Pull over,Turn on headlights,Risky
Rural,Foggy,night,no,8,62,1543.19,Turn on headlights,Pull over,Risky
Semi Urban,Rainy,night,no,11,51,1577.25,Turn on headlights,Activate hazard lights,Risky
Rural,Sunny,night,high,38,83,1654.92,Reduce speed,Maintain speed,Risky
Semi Urban,Foggy,day,no,34,75,2424.52,Maintain speed,Turn on headlights,Risky
Semi Urban,Rainy,day,no,27,49,2308.57,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,high,34,97,2269.24,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,moderate,10,64,2434.67,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,day,high,1,42,2131.35,Maintain speed,Pull over,Risky
Semi Urban,Foggy,night,moderate,31,49,2232.63,Turn on headlights,Maintain speed,Risky
Highway,Rainy,night,no,-2,45,1803.18,Turn on headlights,Turn on headlights,Optimal
Highway,Snow,night,moderate,-6,69,2034.84,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,moderate,33,55,1564.08,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,night,high,38,70,2302.17,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Sunny,day,no,24,61,1526.11,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,moderate,32,12,2107.62,Pull over,Maintain speed,Unsafe
Rural,Sunny,night,no,22,84,1514.99,Turn on headlights,Pull over,Risky
Rural,Foggy,day,high,22,13,2259.67,Pull over,Activate hazard lights,Acceptable
Rural,Foggy,day,no,-8,28,2324.88,Activate hazard lights,Activate hazard lights,Optimal
Highway,Rainy,night,no,29,78,1521.93,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,day,no,14,70,1915.13,Maintain speed,Pull over,Risky
Semi Urban,Foggy,night,high,18,79,1915.24,Reduce speed,Activate hazard lights,Acceptable
Highway,Sunny,night,high,20,61,1621.58,Reduce speed,Turn on headlights,Risky
Rural,Sunny,day,no,3,38,1878.17,Maintain speed,Maintain speed,Optimal
Semi Urban,Snow,day,moderate,-6,73,2339.72,Reduce speed,Maintain speed,Risky
Semi Urban,Rainy,night,moderate,14,88,1616.64,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,day,no,29,96,1773.61,Maintain speed,Maintain speed,Optimal
Highway,Sunny,night,no,38,46,1577.33,Turn on headlights,Activate hazard lights,Risky
Highway,Sunny,night,high,16,35,1738.02,Reduce speed,Reduce speed,Optimal
Highway,Snow,day,no,-8,45,1735.7,Reduce speed,Pull over,Risky
Highway,Foggy,day,no,-6,77,1610.23,Maintain speed,Pull over,Risky
Highway,Rainy,night,high,26,10,2057.99,Pull over,Pull over,Optimal
Semi Urban,Sunny,night,no,19,97,1587.64,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,night,no,29,96,2448.44,Turn on headlights,Reduce speed,Risky
Semi Urban,Snow,night,high,5,59,1577.67,Reduce speed,Activate hazard lights,Acceptable
Rural,Rainy,day,high,3,16,2209.11,Reduce speed,Turn on headlights,Risky
Semi Urban,Rainy,night,no,14,99,2397.23,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,day,moderate,20,92,2472.27,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,moderate,30,35,2451.91,Turn on headlights,Maintain speed,Risky
Rural,Sunny,day,no,34,32,1796.49,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,no,2,73,2424.01,Turn on headlights,Reduce speed,Risky
Highway,Sunny,night,no,39,43,1946.98,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,night,moderate,32,75,1603.02,Turn on headlights,Turn on headlights,Optimal
Highway,Snow,day,high,1,42,2037.12,Maintain speed,Reduce speed,Risky
Semi Urban,Foggy,day,no,31,24,1718.48,Activate hazard lights,Activate hazard lights,Optimal
Highway,Foggy,night,no,14,76,2388.67,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,night,high,-2,57,2120.55,Reduce speed,Pull over,Risky
Rural,Snow,day,high,-10,31,1658.57,Reduce speed,Maintain speed,Risky
Semi Urban,Snow,night,high,1,50,1713.63,Reduce speed,Reduce speed,Optimal
Highway,Foggy,day,moderate,3,99,2171.8,Maintain speed,Reduce speed,Risky
Semi Urban,Snow,night,no,1,20,2075.84,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,high,11,22,1983.96,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Rainy,day,high,9,10,2143.81,Pull over,Turn on headlights,Risky
Highway,Snow,night,high,-10,70,2065.4,Reduce speed,Pull over,Risky
Rural,Rainy,night,no,13,64,1533.26,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,night,no,14,68,2180.04,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,high,22,36,1703.93,Maintain speed,Activate hazard lights,Risky
Highway,Sunny,day,high,29,99,2196.38,Maintain speed,Pull over,Risky
Highway,Rainy,night,moderate,15,63,2214.32,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,moderate,8,50,2454.84,Maintain speed,Turn on headlights,Risky
Semi Urban,Foggy,day,no,37,89,1835.0,Maintain speed,Reduce speed,Risky
Rural,Sunny,day,no,-9,62,1541.26,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,high,-2,49,1807.34,Reduce speed,Reduce speed,Optimal
Highway,Foggy,night,no,0,93,2141.08,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,night,moderate,17,32,2129.89,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Sunny,day,high,24,29,1984.09,Activate hazard lights,Pull over,Risky
Highway,Sunny,day,no,33,93,2385.79,Maintain speed,Activate hazard lights,Risky
Semi Urban,Foggy,day,high,37,37,2377.8,Maintain speed,Maintain speed,Optimal
Rural,Sunny,day,no,14,70,2163.4,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,high,22,76,1830.0,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Rainy,night,high,12,44,2268.65,Reduce speed,Turn on headlights,Risky
Rural,Rainy,day,no,24,13,2353.41,Pull over,Activate hazard lights,Acceptable
Rural,Rainy,day,moderate,1,11,2446.88,Pull over,Maintain speed,Unsafe
Rural,Foggy,night,high,24,40,2202.33,Reduce speed,Reduce speed,Optimal
Highway,Foggy,day,no,0,64,1812.17,Maintain speed,Maintain speed,Optimal
Highway,Rainy,day,moderate,20,77,1604.0,Reduce speed,Pull over,Risky
Highway,Sunny,night,moderate,29,99,1591.13,Turn on headlights,Activate hazard lights,Risky
Rural,Snow,night,moderate,0,25,1549.51,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,moderate,5,14,1529.42,Pull over,Pull over,Optimal
Semi Urban,Sunny,day,moderate,36,84,1829.22,Maintain speed,Pull over,Risky
Highway,Rainy,day,high,11,57,1912.34,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Rainy,day,no,-3,79,2095.91,Maintain speed,Reduce speed,Risky
Highway,Foggy,night,moderate,19,18,2469.25,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,night,high,12,32,1669.35,Reduce speed,Maintain speed,Risky
Semi Urban,Rainy,day,high,-10,82,1791.62,Reduce speed,Pull over,Risky
Highway,Rainy,night,no,1,72,1791.37,Turn on headlights,Activate hazard lights,Risky
Highway,Rainy,night,no,11,14,2333.81,Pull over,Pull over,Optimal
Rural,Sunny,night,no,-8,22,1706.74,Turn on headlights,Pull over,Risky
Rural,Rainy,night,no,28,77,2193.74,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Foggy,day,no,14,68,1960.18,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,moderate,21,98,1755.07,Reduce speed,Maintain speed,Risky
Highway,Snow,night,moderate,-2,36,2409.91,Reduce speed,Turn on headlights,Risky
Highway,Sunny,night,moderate,30,23,2085.92,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,moderate,-9,59,1543.6,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,high,29,17,1917.32,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,high,26,79,1537.58,Reduce speed,Pull over,Risky
Rural,Sunny,night,no,-10,56,2474.28,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,night,no,8,80,1578.51,Turn on headlights,Turn on headlights,Optimal
Rural,Sunny,day,moderate,-6,90,1711.12,Maintain speed,Reduce speed,Risky
Rural,Foggy,night,no,16,33,2261.84,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,night,high,24,51,1558.22,Reduce speed,Reduce speed,Optimal
Semi Urban,Snow,day,no,-2,80,1905.3,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,night,no,26,85,1567.29,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,day,high,16,42,2426.76,Reduce speed,Reduce speed,Optimal
Highway,Foggy,day,no,37,30,2266.34,Maintain speed,Maintain speed,Optimal
Highway,Rainy,day,no,9,39,2189.88,Maintain speed,Activate hazard lights,Risky
Rural,Sunny,day,no,39,96,1865.69,Maintain speed,Reduce speed,Risky
Highway,Rainy,night,high,34,89,1718.09,Reduce speed,Activate hazard lights,Acceptable
Rural,Sunny,night,moderate,-1,13,1844.7,Pull over,Activate hazard lights,Acceptable
Highway,Foggy,night,high,1,23,1858.87,Reduce speed,Maintain speed,Risky
Rural,Rainy,night,high,20,79,2461.37,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,no,-10,59,1844.78,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,high,19,50,1561.85,Reduce speed,Pull over,Risky
Semi Urban,Sunny,night,no,18,49,2322.36,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,night,moderate,-8,71,1611.76,Turn on headlights,Reduce speed,Risky
Semi Urban,Sunny,night,no,28,95,1609.21,Turn on headlights,Maintain speed,Risky
Highway,Foggy,day,high,14,62,1558.38,Maintain speed,Activate hazard lights,Risky
Semi Urban,Foggy,day,high,16,97,2005.77,Maintain speed,Maintain speed,Optimal
Highway,Foggy,day,high,34,77,1518.65,Maintain speed,Maintain speed,Optimal
Highway,Sunny,day,high,34,92,1759.85,Maintain speed,Maintain speed,Optimal
Rural,Foggy,day,moderate,19,67,2425.01,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,no,29,19,2482.88,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Sunny,night,moderate,30,51,2355.49,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,night,high,14,84,1533.94,Reduce speed,Reduce speed,Optimal
Rural,Rainy,night,high,25,45,2483.8,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,day,high,33,90,1757.14,Reduce speed,Reduce speed,Optimal
Semi Urban,Snow,night,high,4,52,2448.32,Reduce speed,Maintain speed,Risky
Highway,Foggy,day,high,31,88,2396.19,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,moderate,-9,31,1855.75,Maintain speed,Turn on headlights,Risky
Rural,Sunny,night,high,1,95,2028.75,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,moderate,22,78,1650.52,Turn on headlights,Maintain speed,Risky
Highway,Foggy,day,high,15,43,1915.62,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,high,35,66,1903.34,Reduce speed,Turn on headlights,Risky
Semi Urban,Rainy,night,high,32,50,1503.79,Reduce speed,Maintain speed,Risky
Highway,Rainy,day,moderate,31,28,2436.38,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,moderate,-8,30,1711.89,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,no,1,17,2048.91,Turn on headlights,Activate hazard lights,Risky
Rural,Foggy,day,high,25,44,2236.43,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,high,22,83,1556.75,Reduce speed,Pull over,Risky
Semi Urban,Sunny,day,high,20,17,1570.88,Activate hazard lights,Activate hazard lights,Optimal
Highway,Sunny,night,moderate,17,18,2042.16,Turn on headlights,Activate hazard lights,Risky
Rural,Foggy,night,no,-6,93,1869.84,Turn on headlights,Reduce speed,Risky
Semi Urban,Sunny,day,no,9,78,1550.08,Maintain speed,Maintain speed,Optimal
Highway,Sunny,day,moderate,35,79,2197.19,Maintain speed,Activate hazard lights,Risky
Highway,Sunny,night,high,6,13,1938.98,Pull over,Activate hazard lights,Acceptable
Rural,Rainy,day,high,32,86,2162.56,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,moderate,20,38,2164.47,Maintain speed,Maintain speed,Optimal
Rural,Foggy,day,high,12,57,1924.38,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,night,high,2,90,2395.18,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,day,moderate,37,22,1603.48,Reduce speed,Turn on headlights,Risky
Semi Urban,Rainy,night,moderate,15,28,2270.93,Turn on headlights,Turn on headlights,Optimal
Highway,Snow,night,high,4,45,2440.39,Reduce speed,Maintain speed,Risky
Semi Urban,Rainy,day,moderate,11,30,2371.44,Reduce speed,Maintain speed,Risky
Semi Urban,Sunny,day,high,6,57,2087.87,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,moderate,15,77,1890.62,Turn on headlights,Pull over,Risky
Semi Urban,Foggy,night,no,23,17,2092.19,Turn on headlights,Pull over,Risky
Rural,Rainy,day,high,16,55,2075.61,Reduce speed,Activate hazard lights,Acceptable
Rural,Foggy,night,no,27,90,2296.35,Turn on headlights,Maintain speed,Risky
Rural,Rainy,night,no,35,58,1586.86,Turn on headlights,Pull over,Risky
Highway,Foggy,day,high,25,49,1936.45,Maintain speed,Activate hazard lights,Risky
Highway,Rainy,night,moderate,13,81,2044.83,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Rainy,night,moderate,39,67,1865.98,Turn on headlights,Activate hazard lights,Risky
Rural,Sunny,day,no,34,79,1759.15,Maintain speed,Pull over,Risky
Rural,Rainy,day,moderate,-2,97,1597.51,Reduce speed,Reduce speed,Optimal
Rural,Rainy,day,high,36,18,1990.93,Reduce speed,Turn on headlights,Risky
Highway,Sunny,night,high,39,29,1570.44,Reduce speed,Reduce speed,Optimal
Highway,Snow,day,moderate,-6,76,2425.03,Reduce speed,Reduce speed,Optimal
Rural,Rainy,day,high,16,35,2268.63,Reduce speed,Activate hazard lights,Acceptable
Highway,Sunny,day,high,-2,75,2252.3,Maintain speed,Maintain speed,Optimal
Highway,Sunny,day,moderate,19,42,2112.43,Maintain speed,Turn on headlights,Risky
Rural,Foggy,day,high,20,73,1963.03,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,moderate,16,77,2031.89,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,night,no,22,10,1910.27,Pull over,Maintain speed,Unsafe
Semi Urban,Sunny,night,moderate,7,46,1598.33,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,no,19,57,2026.39,Maintain speed,Pull over,Risky
Highway,Rainy,day,high,8,27,1592.02,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,high,33,11,2255.07,Pull over,Maintain speed,Unsafe
Highway,Sunny,day,no,38,62,2079.38,Maintain speed,Maintain speed,Optimal
Highway,Sunny,day,high,39,26,2498.36,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Foggy,night,moderate,11,57,1809.01,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Foggy,night,no,-4,90,1640.02,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,high,11,88,2252.6,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,high,0,52,2291.56,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,moderate,21,88,2276.43,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,moderate,2,74,1544.0,Turn on headlights,Maintain speed,Risky
Highway,Snow,night,high,-6,40,1652.37,Reduce speed,Activate hazard lights,Acceptable
Rural,Rainy,night,high,34,97,2229.37,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Foggy,day,moderate,11,51,1711.85,Maintain speed,Activate hazard lights,Risky
Highway,Rainy,night,no,2,100,2271.36,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Rainy,day,no,0,70,1990.74,Maintain speed,Turn on headlights,Risky
Semi Urban,Foggy,night,no,36,64,1769.91,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,day,no,37,20,2309.69,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Sunny,night,high,3,40,2077.14,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,moderate,-7,41,1565.78,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,night,high,11,34,1947.52,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,no,24,63,2352.62,Maintain speed,Maintain speed,Optimal
Highway,Rainy,night,no,11,50,2425.02,Turn on headlights,Maintain speed,Risky
Highway,Sunny,day,no,-3,46,1895.85,Maintain speed,Turn on headlights,Risky
